ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Price_Category,Purchase_Channel,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024,Age_Group,Gender
MED0220,Glenmark-ANT-884,Glenmark,Allopathy,Inhaler,Anti-diabetic,15,1452.89,High,Online,Yes,Azithromycin,Folic Acid,Maharashtra,6321,6705,6877,6.09%,2.58%,4.34%,9183717.69,9741627.45,9991524.53,51+ (Senior),Male
MED0221,Dr.-CNS-724,Dr. Reddy's,Allopathy,Syrup,CNS,60,1529.19,High,Hospital,No,Omeprazole,Sulphate,Maharashtra,29186,32026,34547,9.73%,7.87%,8.80%,44630939.34,48973838.94,52828926.93,0-12 (Child),Male
MED0222,Cipla-RES-991,Cipla,Allopathy,Inhaler,Respiratory,20,87.2,Low,Pharmacy Store,No,Atorvastatin,Hydrochloride,Gujarat,18011,19177,21125,6.47%,10.16%,8.32%,1570559.2,1672234.4,1842100,0-12 (Child),Female
MED0223,Glenmark-GAS-518,Glenmark,Allopathy,Syrup,Gastrointestinal,20,1646.76,High,Online,No,Amoxicillin,None,Gujarat,24513,27046,29218,10.34%,8.03%,9.19%,40367027.88,44538270.96,48115033.68,51+ (Senior),Female
MED0224,Cipla-ANT-604,Cipla,Allopathy,Inhaler,Anti-infective,60,423.11,Medium,Pharmacy Store,Yes,Omeprazole,Clavulanic Acid,Telangana,22172,22704,24146,2.40%,6.36%,4.38%,9381194.92,9606289.44,10216414.06,31-50 (Middle Age),Female
MED0225,Cipla-ANT-588,Cipla,Allopathy,Injection,Anti-diabetic,30,1843.27,High,Hospital,Yes,Insulin,Magnesium,Tamil Nadu,22323,23252,26115,4.16%,12.32%,8.24%,41147316.21,42859714.04,48136996.05,13-30 (Young Adult),Female
MED0226,Alkem-ANT-388,Alkem Labs,Allopathy,Syrup,Anti-infective,60,444.26,Medium,Pharmacy Store,No,Omeprazole,Calcium,Maharashtra,22167,24705,25800,11.45%,4.43%,7.94%,9847911.42,10975443.3,11461908,13-30 (Young Adult),Male
MED0227,Glenmark-ANT-235,Glenmark,Allopathy,Tablet,Anti-infective,60,693.75,Medium,Hospital,No,Insulin,Zinc,Telangana,22936,26271,28513,14.54%,8.53%,11.54%,15911850,18225506.25,19780893.75,0-12 (Child),Male
MED0228,Zydus-CAR-773,Zydus Lifesciences,Allopathy,Ointment,Cardiac,10,830.11,High,Hospital,No,Atorvastatin,Clavulanic Acid,Uttar Pradesh,21115,23086,23620,9.34%,2.32%,5.83%,17527772.65,19163919.46,19607198.2,51+ (Senior),Male
MED0229,Sun-VIT-814,Sun Pharma,Allopathy,Inhaler,Vitamins,20,463.67,Medium,Online,Yes,Amoxicillin,Folic Acid,Gujarat,25975,27014,30938,4.00%,14.53%,9.27%,12043828.25,12525581.38,14345022.46,51+ (Senior),Male
MED0230,Zydus-ANT-786,Zydus Lifesciences,Allopathy,Ointment,Anti-diabetic,100,443.49,Medium,Pharmacy Store,Yes,Atorvastatin,Caffeine,West Bengal,24872,26446,28233,6.33%,6.76%,6.55%,11030483.28,11728536.54,12521053.17,31-50 (Middle Age),Female
MED0231,Lupin-VIT-212,Lupin,Allopathy,Inhaler,Vitamins,10,476.11,Medium,Pharmacy Store,Yes,Aspirin,Zinc,Tamil Nadu,27024,28830,30659,6.69%,6.35%,6.52%,12866396.64,13726251.3,14597056.49,51+ (Senior),Female
MED0232,Aurobindo-ANT-950,Aurobindo Pharma,Homeopathy,Capsule,Anti-infective,15,1237.47,High,Hospital,No,Metformin,Clavulanic Acid,Maharashtra,26138,26853,28782,2.74%,7.19%,4.97%,32344990.86,33229781.91,35616861.54,13-30 (Young Adult),Female
MED0233,Dr.-VIT-859,Dr. Reddy's,Homeopathy,Inhaler,Vitamins,20,570.29,Medium,Pharmacy Store,No,Metformin,Zinc,Rajasthan,28810,30391,33441,5.49%,10.04%,7.77%,16430054.9,17331683.39,19071067.89,0-12 (Child),Female
MED0234,Dr.-CNS-124,Dr. Reddy's,Allopathy,Syrup,CNS,10,957.35,High,Online,No,Insulin,None,Punjab,6888,7308,8225,6.10%,12.55%,9.33%,6594226.8,6996313.8,7874203.75,0-12 (Child),Male
MED0235,Aurobindo-ANT-619,Aurobindo Pharma,Homeopathy,Tablet,Anti-diabetic,60,811.98,High,Hospital,Yes,Metformin,Magnesium,Tamil Nadu,25037,27463,28462,9.69%,3.64%,6.67%,20329543.26,22299406.74,23110574.76,13-30 (Young Adult),Male
MED0236,Dr.-VIT-401,Dr. Reddy's,Allopathy,Ointment,Vitamins,20,1768.62,High,Pharmacy Store,Yes,Atorvastatin,Magnesium,West Bengal,7713,8727,9609,13.16%,10.11%,11.64%,13641366.06,15434746.74,16994669.58,31-50 (Middle Age),Male
MED0237,Alkem-VIT-274,Alkem Labs,Allopathy,Capsule,Vitamins,60,1889.43,High,Pharmacy Store,Yes,Aspirin,Hydrochloride,Gujarat,29381,33185,35987,12.95%,8.45%,10.70%,55513342.83,62700734.55,67994917.41,0-12 (Child),Male
MED0238,Biocon-CAR-677,Biocon,Ayurveda,Capsule,Cardiac,60,1783.69,High,Online,Yes,Insulin,Magnesium,Kerala,18727,20418,23097,9.03%,13.12%,11.08%,33403162.63,36419382.42,41197887.93,31-50 (Middle Age),Male
MED0239,Divis-GAS-334,Divis Labs,Homeopathy,Injection,Gastrointestinal,15,186.85,Low,Pharmacy Store,Yes,Insulin,Hydrochloride,Telangana,5181,5530,6288,6.74%,13.72%,10.23%,968069.85,1033280.5,1174912.8,13-30 (Young Adult),Male
MED0240,Aurobindo-CAR-407,Aurobindo Pharma,Allopathy,Injection,Cardiac,60,557.61,Medium,Hospital,Yes,Insulin,Zinc,Telangana,29969,32664,34101,8.99%,4.40%,6.70%,16711014.09,18213773.04,19015058.61,13-30 (Young Adult),Male
MED0241,Cipla-CAR-529,Cipla,Allopathy,Ointment,Cardiac,20,556.45,Medium,Online,No,Atorvastatin,None,Karnataka,6249,6772,7240,8.37%,6.92%,7.65%,3477256.05,3768279.4,4028698,31-50 (Middle Age),Male
MED0242,Abbott-ANT-406,Abbott India,Homeopathy,Tablet,Anti-infective,20,1778.74,High,Pharmacy Store,No,Atorvastatin,Vitamin D3,Gujarat,13955,14437,14761,3.46%,2.25%,2.86%,24822316.7,25679669.38,26255981.14,31-50 (Middle Age),Male
MED0243,Lupin-ANT-540,Lupin,Allopathy,Injection,Anti-diabetic,20,250.19,Medium,Pharmacy Store,No,Metformin,Caffeine,Telangana,10145,11623,13199,14.57%,13.56%,14.07%,2538177.55,2907958.37,3302257.81,31-50 (Middle Age),Male
MED0244,Aurobindo-ANT-430,Aurobindo Pharma,Allopathy,Ointment,Anti-infective,30,576.15,Medium,Hospital,Yes,Metformin,Vitamin D3,Maharashtra,23690,26076,29116,10.07%,11.66%,10.87%,13648993.5,15023687.4,16775183.4,31-50 (Middle Age),Male
MED0245,Zydus-VIT-639,Zydus Lifesciences,Allopathy,Capsule,Vitamins,30,140.45,Low,Hospital,Yes,Cetirizine,Zinc,Kerala,24661,27661,29533,12.17%,6.77%,9.47%,3463637.45,3884987.45,4147909.85,13-30 (Young Adult),Female
MED0246,Cipla-ANT-352,Cipla,Allopathy,Ointment,Anti-diabetic,20,194.61,Low,Online,No,Omeprazole,Sulphate,Kerala,7213,7854,8525,8.90%,8.55%,8.73%,1403721.93,1528466.94,1659050.25,0-12 (Child),Male
MED0247,Biocon-CAR-220,Biocon,Allopathy,Syrup,Cardiac,60,655.69,Medium,Online,No,Paracetamol,Clavulanic Acid,Tamil Nadu,17996,18788,19993,4.40%,6.41%,5.41%,11799797.24,12319103.72,13109210.17,51+ (Senior),Male
MED0248,Mankind-RES-482,Mankind Pharma,Allopathy,Injection,Respiratory,30,681.29,Medium,Pharmacy Store,Yes,Omeprazole,Magnesium,Gujarat,21366,22599,24334,5.77%,7.68%,6.73%,14556442.14,15396472.71,16578510.86,51+ (Senior),Other
MED0249,Cipla-GAS-436,Cipla,Allopathy,Capsule,Gastrointestinal,10,399.91,Medium,Hospital,No,Amoxicillin,Hydrochloride,Telangana,10403,10949,11670,5.26%,6.59%,5.93%,4160263.73,4378614.59,4666949.7,51+ (Senior),Male
MED0250,Glenmark-CAR-739,Glenmark,Allopathy,Injection,Cardiac,10,1306.42,High,Hospital,Yes,Cetirizine,Caffeine,Kerala,19324,21539,22814,11.46%,5.92%,8.69%,25245260.08,28138980.38,29804665.88,31-50 (Middle Age),Male
MED0251,Glenmark-VIT-943,Glenmark,Allopathy,Ointment,Vitamins,100,654,Medium,Online,No,Insulin,Vitamin D3,Gujarat,17397,19591,20695,12.62%,5.64%,9.13%,11377638,12812514,13534530,31-50 (Middle Age),Male
MED0252,Dr.-RES-243,Dr. Reddy's,Allopathy,Injection,Respiratory,30,834.77,High,Pharmacy Store,No,Insulin,Clavulanic Acid,Rajasthan,7467,7924,8514,6.13%,7.45%,6.79%,6233227.59,6614717.48,7107231.78,13-30 (Young Adult),Female
MED0253,Zydus-CAR-218,Zydus Lifesciences,Ayurveda,Inhaler,Cardiac,20,1098.51,High,Pharmacy Store,Yes,Metformin,Zinc,Telangana,6435,7397,8276,14.96%,11.89%,13.43%,7068911.85,8125678.47,9091268.76,31-50 (Middle Age),Female
MED0254,Divis-CAR-988,Divis Labs,Homeopathy,Ointment,Cardiac,15,1082.98,High,Pharmacy Store,Yes,Insulin,Vitamin D3,Punjab,23495,25015,27727,6.47%,10.85%,8.66%,25444615.1,27090744.7,30027786.46,0-12 (Child),Male
MED0255,Dr.-CAR-380,Dr. Reddy's,Allopathy,Tablet,Cardiac,30,1479.23,High,Hospital,No,Paracetamol,Zinc,West Bengal,12924,14128,15317,9.32%,8.42%,8.87%,19117568.52,20898561.44,22657365.91,0-12 (Child),Male
MED0256,Torrent-ANT-806,Torrent Pharma,Allopathy,Injection,Anti-infective,30,1657.65,High,Hospital,No,Metformin,None,Karnataka,13122,14387,16099,9.64%,11.90%,10.77%,21751683.3,23848610.55,26686507.35,51+ (Senior),Female
MED0257,Biocon-CAR-943,Biocon,Allopathy,Capsule,Cardiac,15,432.05,Medium,Hospital,No,Insulin,Magnesium,Punjab,9835,10644,11671,8.24%,9.65%,8.95%,4249211.75,4598740.2,5042455.55,31-50 (Middle Age),Female
MED0258,Glenmark-VIT-573,Glenmark,Allopathy,Ointment,Vitamins,20,1027.77,High,Hospital,Yes,Aspirin,Zinc,Uttar Pradesh,17659,18804,19726,6.48%,4.91%,5.70%,18149390.43,19326187.08,20273791.02,51+ (Senior),Male
MED0259,Cipla-RES-459,Cipla,Allopathy,Capsule,Respiratory,100,1122.69,High,Hospital,No,Azithromycin,Caffeine,Telangana,8369,9195,10402,9.87%,13.13%,11.50%,9395792.61,10323134.55,11678221.38,51+ (Senior),Female
MED0260,Cipla-ANT-833,Cipla,Allopathy,Syrup,Anti-infective,15,489.65,Medium,Hospital,No,Azithromycin,Clavulanic Acid,Punjab,5143,5724,6148,11.30%,7.41%,9.36%,2518269.95,2802756.6,3010368.2,31-50 (Middle Age),Male
MED0261,Dr.-ANT-598,Dr. Reddy's,Homeopathy,Ointment,Anti-infective,10,292.71,Medium,Pharmacy Store,Yes,Amoxicillin,Magnesium,Gujarat,20484,21972,24692,7.27%,12.38%,9.83%,5995871.64,6431424.12,7227595.32,13-30 (Young Adult),Female
MED0262,Glenmark-CAR-815,Glenmark,Allopathy,Capsule,Cardiac,20,533.28,Medium,Pharmacy Store,Yes,Levocetirizine,Folic Acid,Uttar Pradesh,26436,27359,31225,3.49%,14.13%,8.81%,14097790.08,14590007.52,16651668,13-30 (Young Adult),Male
MED0263,Alkem-GAS-200,Alkem Labs,Allopathy,Syrup,Gastrointestinal,15,1860.55,High,Hospital,Yes,Atorvastatin,Sulphate,Punjab,17188,18399,20756,7.05%,12.81%,9.93%,31979133.4,34232259.45,38617575.8,31-50 (Middle Age),Female
MED0264,Divis-CAR-294,Divis Labs,Allopathy,Tablet,Cardiac,60,1174.27,High,Pharmacy Store,Yes,Cetirizine,Vitamin D3,Uttar Pradesh,11703,12142,12572,3.76%,3.55%,3.66%,13742481.81,14257986.34,14762922.44,13-30 (Young Adult),Female
MED0265,Cipla-GAS-722,Cipla,Homeopathy,Inhaler,Gastrointestinal,100,1358.68,High,Hospital,No,Metformin,Sulphate,Uttar Pradesh,15602,17828,20042,14.27%,12.42%,13.35%,21198125.36,24222547.04,27230664.56,31-50 (Middle Age),Male
MED0266,Sun-RES-393,Sun Pharma,Allopathy,Syrup,Respiratory,20,878.51,High,Hospital,Yes,Omeprazole,Folic Acid,Gujarat,9506,10389,11664,9.30%,12.28%,10.79%,8351116.06,9126840.39,10246940.64,51+ (Senior),Female
MED0267,Mankind-CNS-255,Mankind Pharma,Allopathy,Syrup,CNS,30,1980.01,High,Pharmacy Store,Yes,Levocetirizine,Hydrochloride,Kerala,21673,22751,24069,4.98%,5.80%,5.39%,42912756.73,45047207.51,47656860.69,31-50 (Middle Age),Male
MED0268,Cipla-CAR-868,Cipla,Allopathy,Inhaler,Cardiac,100,1213.52,High,Hospital,No,Omeprazole,Caffeine,West Bengal,23867,25253,28813,5.81%,14.10%,9.96%,28963081.84,30645020.56,34965151.76,0-12 (Child),Male
MED0269,Biocon-ANT-563,Biocon,Allopathy,Ointment,Anti-diabetic,100,1631.03,High,Hospital,No,Cetirizine,Sulphate,Punjab,12312,14153,14664,14.95%,3.62%,9.29%,20081241.36,23083967.59,23917423.92,31-50 (Middle Age),Female
MED0270,Mankind-DER-177,Mankind Pharma,Allopathy,Syrup,Dermatology,60,1449,High,Pharmacy Store,Yes,Azithromycin,Clavulanic Acid,Telangana,20312,21875,24767,7.70%,13.22%,10.46%,29432088,31696875,35887383,51+ (Senior),Male
MED0271,Sun-CNS-299,Sun Pharma,Allopathy,Ointment,CNS,20,194.2,Low,Hospital,No,Cetirizine,Hydrochloride,Maharashtra,8855,9156,10039,3.41%,9.65%,6.53%,1719641,1778095.2,1949573.8,51+ (Senior),Female
MED0272,Glenmark-CAR-684,Glenmark,Allopathy,Capsule,Cardiac,15,1088.04,High,Online,Yes,Insulin,None,Karnataka,18321,19615,21769,7.06%,10.98%,9.02%,19933980.84,21341904.6,23685542.76,31-50 (Middle Age),Female
MED0273,Cipla-VIT-302,Cipla,Allopathy,Syrup,Vitamins,100,1264.22,High,Hospital,Yes,Insulin,Hydrochloride,Rajasthan,13312,13785,14466,3.56%,4.94%,4.25%,16829296.64,17427272.7,18288206.52,13-30 (Young Adult),Female
MED0274,Torrent-CAR-674,Torrent Pharma,Allopathy,Injection,Cardiac,10,475.16,Medium,Online,Yes,Omeprazole,Calcium,Uttar Pradesh,16702,18110,19531,8.43%,7.85%,8.14%,7936122.32,8605147.6,9280349.96,13-30 (Young Adult),Female
MED0275,Torrent-CNS-993,Torrent Pharma,Allopathy,Capsule,CNS,15,1554.8,High,Pharmacy Store,No,Paracetamol,Magnesium,Rajasthan,25625,27474,28197,7.22%,2.63%,4.93%,39841750,42716575.2,43840695.6,13-30 (Young Adult),Male
MED0276,Biocon-VIT-727,Biocon,Allopathy,Inhaler,Vitamins,20,1996.77,High,Pharmacy Store,Yes,Metformin,None,Karnataka,15549,17433,19372,12.12%,11.13%,11.63%,31047776.73,34809691.41,38681428.44,0-12 (Child),Female
MED0277,Sun-DER-124,Sun Pharma,Allopathy,Syrup,Dermatology,30,810.76,High,Online,Yes,Amoxicillin,Hydrochloride,Kerala,8511,9610,10699,12.92%,11.34%,12.13%,6900378.36,7791403.6,8674321.24,51+ (Senior),Male
MED0278,Aurobindo-GAS-100,Aurobindo Pharma,Allopathy,Inhaler,Gastrointestinal,20,1770.25,High,Pharmacy Store,Yes,Atorvastatin,Zinc,Tamil Nadu,25144,26123,29357,3.90%,12.38%,8.14%,44511166,46244240.75,51969229.25,0-12 (Child),Female
MED0279,Lupin-ANT-115,Lupin,Allopathy,Capsule,Anti-diabetic,15,116.92,Low,Pharmacy Store,No,Paracetamol,Magnesium,Uttar Pradesh,7254,7712,8372,6.32%,8.57%,7.45%,848137.68,901687.04,978854.24,51+ (Senior),Male
MED0280,Aurobindo-RES-565,Aurobindo Pharma,Allopathy,Ointment,Respiratory,100,215.32,Medium,Online,Yes,Insulin,Hydrochloride,Tamil Nadu,29321,30261,33670,3.21%,11.27%,7.24%,6313397.72,6515798.52,7249824.4,31-50 (Middle Age),Female
MED0281,Dr.-ANT-902,Dr. Reddy's,Allopathy,Injection,Anti-infective,20,1559.3,High,Hospital,Yes,Atorvastatin,Magnesium,Telangana,15266,16232,17046,6.33%,5.02%,5.68%,23804273.8,25310557.6,26579827.8,31-50 (Middle Age),Male
MED0282,Abbott-VIT-122,Abbott India,Allopathy,Syrup,Vitamins,15,738.8,Medium,Pharmacy Store,No,Atorvastatin,Clavulanic Acid,Telangana,17057,18642,19496,9.29%,4.58%,6.94%,12601711.6,13772709.6,14403644.8,13-30 (Young Adult),Female
MED0283,Aurobindo-CAR-135,Aurobindo Pharma,Allopathy,Inhaler,Cardiac,15,665.56,Medium,Pharmacy Store,Yes,Metformin,None,Tamil Nadu,22393,24710,27083,10.35%,9.61%,9.98%,14903885.08,16445987.6,18025361.48,31-50 (Middle Age),Male
MED0284,Alkem-VIT-241,Alkem Labs,Allopathy,Injection,Vitamins,20,255.75,Medium,Pharmacy Store,No,Metformin,Clavulanic Acid,West Bengal,16980,18090,19452,6.54%,7.53%,7.04%,4342635,4626517.5,4974849,31-50 (Middle Age),Male
MED0285,Dr.-GAS-446,Dr. Reddy's,Allopathy,Inhaler,Gastrointestinal,15,1689.85,High,Hospital,No,Omeprazole,None,Kerala,25160,28462,31759,13.13%,11.59%,12.36%,42516626,48096510.7,53667946.15,51+ (Senior),Male
MED0286,Divis-CAR-133,Divis Labs,Allopathy,Tablet,Cardiac,30,904.78,High,Hospital,Yes,Insulin,Hydrochloride,Karnataka,10545,11100,12190,5.27%,9.82%,7.55%,9540905.1,10043058,11029268.2,13-30 (Young Adult),Male
MED0287,Cipla-CNS-426,Cipla,Allopathy,Injection,CNS,20,347.6,Medium,Pharmacy Store,Yes,Amoxicillin,Hydrochloride,Uttar Pradesh,8463,8832,9031,4.36%,2.26%,3.31%,2941738.8,3070003.2,3139175.6,0-12 (Child),Male
MED0288,Sun-RES-342,Sun Pharma,Allopathy,Capsule,Respiratory,100,1841.25,High,Pharmacy Store,No,Cetirizine,Vitamin D3,Gujarat,7430,8121,8678,9.30%,6.86%,8.08%,13680487.5,14952791.25,15978367.5,0-12 (Child),Male
MED0289,Mankind-CNS-842,Mankind Pharma,Allopathy,Tablet,CNS,20,742.28,Medium,Pharmacy Store,Yes,Metformin,Calcium,Uttar Pradesh,26282,27146,30233,3.29%,11.37%,7.33%,19508602.96,20149932.88,22441351.24,31-50 (Middle Age),Male
MED0290,Dr.-VIT-653,Dr. Reddy's,Allopathy,Syrup,Vitamins,60,1596.06,High,Hospital,No,Levocetirizine,Calcium,Gujarat,16610,18089,19707,8.91%,8.95%,8.93%,26510556.6,28871129.34,31453554.42,31-50 (Middle Age),Male
MED0291,Cipla-CAR-416,Cipla,Allopathy,Tablet,Cardiac,100,1396.72,High,Pharmacy Store,Yes,Amoxicillin,Vitamin D3,Kerala,9989,10725,11152,7.37%,3.98%,5.68%,13951836.08,14979822,15576221.44,31-50 (Middle Age),Female
MED0292,Cipla-ANT-717,Cipla,Allopathy,Ointment,Anti-infective,30,1464.09,High,Pharmacy Store,No,Paracetamol,Sulphate,Karnataka,28190,30559,32724,8.41%,7.09%,7.75%,41272697.1,44741126.31,47910881.16,13-30 (Young Adult),Other
MED0293,Alkem-ANT-698,Alkem Labs,Homeopathy,Tablet,Anti-infective,30,85.21,Low,Hospital,Yes,Omeprazole,Hydrochloride,Maharashtra,11269,12564,14247,11.50%,13.40%,12.45%,960231.49,1070578.44,1213986.87,0-12 (Child),Female
MED0294,Dr.-CNS-124,Dr. Reddy's,Allopathy,Capsule,CNS,15,1177.85,High,Hospital,No,Aspirin,Magnesium,Gujarat,9978,10476,11026,5.00%,5.26%,5.13%,11752587.3,12339156.6,12986974.1,0-12 (Child),Female
MED0295,Alkem-CAR-411,Alkem Labs,Allopathy,Syrup,Cardiac,10,187.78,Low,Pharmacy Store,No,Omeprazole,Magnesium,Punjab,14952,15260,16843,2.06%,10.38%,6.22%,2807686.56,2865522.8,3162778.54,0-12 (Child),Female
MED0296,Zydus-VIT-424,Zydus Lifesciences,Allopathy,Syrup,Vitamins,15,633.58,Medium,Online,No,Amoxicillin,Magnesium,Kerala,26740,28415,30444,6.27%,7.14%,6.71%,16941929.2,18003175.7,19288709.52,31-50 (Middle Age),Female
MED0297,Abbott-VIT-362,Abbott India,Allopathy,Ointment,Vitamins,20,692.26,Medium,Online,No,Atorvastatin,Magnesium,Karnataka,21589,24700,25472,14.41%,3.13%,8.77%,14945201.14,17098822,17633246.72,31-50 (Middle Age),Female
MED0298,Alkem-GAS-840,Alkem Labs,Allopathy,Syrup,Gastrointestinal,20,1226.62,High,Pharmacy Store,Yes,Levocetirizine,Magnesium,West Bengal,23306,24468,26030,4.99%,6.39%,5.69%,28587605.72,30012938.16,31928918.6,13-30 (Young Adult),Male
MED0299,Dr.-ANT-199,Dr. Reddy's,Allopathy,Syrup,Anti-diabetic,100,1433.84,High,Online,Yes,Cetirizine,Folic Acid,Punjab,18922,20095,21557,6.20%,7.28%,6.74%,27131120.48,28813014.8,30909288.88,13-30 (Young Adult),Male
MED0300,Cipla-RES-802,Cipla,Allopathy,Ointment,Respiratory,10,888.15,High,Pharmacy Store,No,Insulin,Calcium,Rajasthan,28179,30705,32342,8.97%,5.33%,7.15%,25027178.85,27270645.75,28724547.3,31-50 (Middle Age),Female
MED0301,Abbott-ANT-192,Abbott India,Allopathy,Ointment,Anti-infective,20,1274.34,High,Pharmacy Store,No,Aspirin,Caffeine,Karnataka,29695,31610,33487,6.45%,5.94%,6.20%,37841526.3,40281887.4,42673823.58,51+ (Senior),Male
MED0302,Sun-CAR-386,Sun Pharma,Allopathy,Injection,Cardiac,10,1907.86,High,Pharmacy Store,Yes,Azithromycin,Zinc,Maharashtra,15238,16921,17460,11.05%,3.19%,7.12%,29071970.68,32282899.06,33311235.6,31-50 (Middle Age),Female
MED0303,Mankind-ANT-536,Mankind Pharma,Allopathy,Inhaler,Anti-infective,20,1012.52,High,Pharmacy Store,Yes,Metformin,Folic Acid,Rajasthan,24317,27014,28469,11.09%,5.39%,8.24%,24621448.84,27352215.28,28825431.88,0-12 (Child),Female
MED0304,Dr.-ANT-450,Dr. Reddy's,Allopathy,Inhaler,Anti-infective,15,903.01,High,Hospital,Yes,Aspirin,Calcium,Karnataka,20022,20555,22589,2.67%,9.90%,6.29%,18080066.22,18561370.55,20398092.89,13-30 (Young Adult),Male
MED0305,Glenmark-RES-929,Glenmark,Allopathy,Inhaler,Respiratory,20,865.91,High,Pharmacy Store,Yes,Metformin,Folic Acid,Telangana,11281,12764,14221,13.15%,11.42%,12.29%,9768330.71,11052475.24,12314106.11,13-30 (Young Adult),Female
MED0306,Divis-CNS-773,Divis Labs,Allopathy,Tablet,CNS,20,849.96,High,Pharmacy Store,No,Azithromycin,Zinc,Gujarat,19359,22112,24084,14.22%,8.92%,11.57%,16454375.64,18794315.52,20470436.64,13-30 (Young Adult),Female
MED0307,Glenmark-CNS-992,Glenmark,Allopathy,Syrup,CNS,30,802.25,High,Hospital,No,Omeprazole,Hydrochloride,Kerala,16125,16466,17312,2.12%,5.14%,3.63%,12936281.25,13209848.5,13888552,31-50 (Middle Age),Female
MED0308,Divis-CNS-737,Divis Labs,Allopathy,Syrup,CNS,100,1781.17,High,Pharmacy Store,Yes,Paracetamol,Zinc,West Bengal,18564,20845,21266,12.29%,2.02%,7.16%,33065639.88,37128488.65,37878361.22,31-50 (Middle Age),Female
MED0309,Biocon-VIT-605,Biocon,Allopathy,Tablet,Vitamins,100,1267.69,High,Pharmacy Store,No,Atorvastatin,Zinc,Uttar Pradesh,15139,15884,17083,4.92%,7.55%,6.24%,19191558.91,20135987.96,21655948.27,51+ (Senior),Male
MED0310,Sun-ANT-334,Sun Pharma,Allopathy,Capsule,Anti-infective,15,300.07,Medium,Pharmacy Store,Yes,Amoxicillin,None,West Bengal,21694,24473,26645,12.81%,8.88%,10.85%,6509718.58,7343613.11,7995365.15,51+ (Senior),Male
MED0311,Zydus-CAR-763,Zydus Lifesciences,Allopathy,Inhaler,Cardiac,20,914.05,High,Online,Yes,Cetirizine,Vitamin D3,Maharashtra,24908,26190,28271,5.15%,7.95%,6.55%,22767157.4,23938969.5,25841107.55,31-50 (Middle Age),Male
MED0312,Sun-VIT-575,Sun Pharma,Allopathy,Ointment,Vitamins,10,816.52,High,Pharmacy Store,No,Metformin,Calcium,Tamil Nadu,21527,23484,26869,9.09%,14.42%,11.76%,17577226.04,19175155.68,21939075.88,51+ (Senior),Male
MED0313,Aurobindo-CAR-983,Aurobindo Pharma,Homeopathy,Tablet,Cardiac,100,1754.18,High,Pharmacy Store,Yes,Aspirin,None,Tamil Nadu,19701,21065,23664,6.93%,12.34%,9.64%,34559100.18,36951801.7,41510915.52,31-50 (Middle Age),Male
MED0314,Mankind-ANT-544,Mankind Pharma,Allopathy,Ointment,Anti-diabetic,20,134.2,Low,Pharmacy Store,No,Metformin,Vitamin D3,Maharashtra,21322,24389,26420,14.39%,8.33%,11.36%,2861412.4,3273003.8,3545564,31-50 (Middle Age),Male
MED0315,Zydus-VIT-320,Zydus Lifesciences,Allopathy,Inhaler,Vitamins,30,540.24,Medium,Hospital,Yes,Aspirin,Clavulanic Acid,Gujarat,5968,6229,6867,4.39%,10.25%,7.32%,3224152.32,3365154.96,3709828.08,31-50 (Middle Age),Female
MED0316,Lupin-ANT-744,Lupin,Allopathy,Inhaler,Anti-infective,60,1593.79,High,Pharmacy Store,No,Azithromycin,None,West Bengal,13142,13578,15301,3.32%,12.69%,8.01%,20945588.18,21640480.62,24386580.79,0-12 (Child),Male
MED0317,Sun-CAR-158,Sun Pharma,Allopathy,Capsule,Cardiac,60,1131.67,High,Hospital,Yes,Amoxicillin,None,Telangana,28124,30106,32360,7.05%,7.49%,7.27%,31827087.08,34070057.02,36620841.2,51+ (Senior),Male
MED0318,Biocon-CNS-374,Biocon,Allopathy,Inhaler,CNS,100,1060.27,High,Hospital,Yes,Paracetamol,Folic Acid,Maharashtra,29924,33350,34247,11.45%,2.69%,7.07%,31727519.48,35360004.5,36311066.69,13-30 (Young Adult),Female
MED0319,Lupin-CAR-358,Lupin,Homeopathy,Injection,Cardiac,10,1353.65,High,Pharmacy Store,Yes,Paracetamol,Calcium,Rajasthan,15536,17756,19399,14.29%,9.26%,11.78%,21030306.4,24035409.4,26259456.35,31-50 (Middle Age),Female
MED0320,Divis-CNS-610,Divis Labs,Allopathy,Capsule,CNS,60,891.92,High,Online,Yes,Insulin,Sulphate,Kerala,27068,31074,31781,14.80%,2.28%,8.54%,24142490.56,27715522.08,28346109.52,0-12 (Child),Female
MED0321,Lupin-VIT-351,Lupin,Allopathy,Inhaler,Vitamins,10,44.06,Low,Online,No,Insulin,Caffeine,West Bengal,13753,15706,16033,14.20%,2.09%,8.15%,605957.18,692006.36,706413.98,13-30 (Young Adult),Female
MED0322,Cipla-ANT-208,Cipla,Allopathy,Inhaler,Anti-infective,15,1147.84,High,Pharmacy Store,Yes,Aspirin,Magnesium,Uttar Pradesh,12607,14281,15215,13.28%,6.55%,9.92%,14470818.88,16392303.04,17464385.6,31-50 (Middle Age),Male
