ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Zone,Urban_Rural,Age_Group,Gender,Prescription_Type,Purchase_Channel,Insurance_Covered,Market_Share_%,Customer_Rating,Return_Rate_%,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024
MED0212,Aurobindo-ANT-561,Aurobindo Pharma,Allopathy,Injection,Anti-diabetic,60,1439.26,Yes,Insulin,Caffeine,Tamil Nadu,South,Rural,31-50 (Middle Age),Female,RX (Prescription),Online,No,0.45,3.9,2.85,5460,5872,6070,0.0755,0.0338,0.0544,7858359.6,8451334.72,8736308.2
MED0213,Glenmark-VIT-401,Glenmark,Allopathy,Capsule,Vitamins,20,1060.06,No,Omeprazole,Magnesium,West Bengal,East,Urban,0-12 (Child),Male,RX (Prescription),Online,Yes,3.6,4.3,1.22,14283,15172,17328,0.0623,0.1421,0.1014,15140836.98,16083230.32,18368719.68
MED0214,Lupin-CAR-187,Lupin,Ayurveda,Inhaler,Cardiac,60,1462.68,No,Cetirizine,None,Punjab,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Online,No,1.16,4.8,0.44,13974,14758,15488,0.0562,0.0495,0.0528,20439490.32,21586231.44,22653987.84
MED0215,Mankind-CAR-719,Mankind Pharma,Ayurveda,Tablet,Cardiac,20,1107.01,No,Omeprazole,Vitamin D3,Punjab,North,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Hospital,No,3.09,3.4,0.93,23667,26690,27725,0.1277,0.0388,0.0823,26199605.67,29546096.9,30691852.25
MED0216,Lupin-DER-556,Lupin,Allopathy,Inhaler,Dermatology,100,1793.7,Yes,Aspirin,Magnesium,West Bengal,East,Semi-Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,4.28,4.7,1.44,6172,6869,7242,0.1129,0.0544,0.0832,11070716.4,12320925.3,12989975.4
MED0217,Abbott-GAS-159,Abbott India,Homeopathy,Tablet,Gastrointestinal,10,986.98,No,Azithromycin,Zinc,Maharashtra,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,1.4,3.5,0.26,29079,32422,33702,0.115,0.0395,0.0766,28700391.42,31999865.56,33263199.96
MED0218,Alkem-VIT-785,Alkem Labs,Allopathy,Inhaler,Vitamins,30,438.53,No,Metformin,None,Maharashtra,West,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,Yes,2.75,4.0,2.67,8643,9087,9444,0.0514,0.0394,0.0453,3790214.79,3984922.11,4141477.32
MED0219,Torrent-ANT-566,Torrent Pharma,Allopathy,Capsule,Anti-infective,10,219.31,Yes,Omeprazole,Clavulanic Acid,Telangana,South,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,3.4,3.7,1.17,7868,9027,10338,0.1474,0.1453,0.1463,1725531.08,1979711.37,2267226.78
MED0220,Lupin-DER-781,Lupin,Allopathy,Syrup,Dermatology,100,1308.44,No,Metformin,Caffeine,Uttar Pradesh,North,Rural,51+ (Senior),Male,OTC (Over the Counter),Online,No,2.6,4.9,1.51,15274,15673,17149,0.0261,0.0942,0.0596,19985112.56,20507180.12,22438437.56
MED0221,Zydus-VIT-761,Zydus Lifesciences,Allopathy,Capsule,Vitamins,30,1316.55,No,Aspirin,Calcium,West Bengal,East,Rural,0-12 (Child),Male,OTC (Over the Counter),Hospital,No,1.93,3.3,1.92,10948,12040,12362,0.0998,0.0268,0.0626,14413589.4,15851262.0,16275191.1
MED0222,Aurobindo-RES-998,Aurobindo Pharma,Allopathy,Syrup,Respiratory,100,1400.09,Yes,Aspirin,Zinc,Uttar Pradesh,North,Rural,0-12 (Child),Female,RX (Prescription),Pharmacy Store,Yes,4.3,4.7,0.06,23167,24042,26146,0.0378,0.0875,0.0624,32435885.03,33660963.78,36606753.14
MED0223,Zydus-RES-162,Zydus Lifesciences,Allopathy,Capsule,Respiratory,100,977.82,Yes,Levocetirizine,Folic Acid,Punjab,North,Rural,51+ (Senior),Female,OTC (Over the Counter),Online,No,4.85,4.6,0.54,15305,17185,19639,0.1229,0.1428,0.1328,14965535.1,16803836.7,19203406.98
MED0224,Mankind-CAR-598,Mankind Pharma,Allopathy,Syrup,Cardiac,100,343.3,No,Aspirin,Vitamin D3,Karnataka,South,Rural,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,2.49,3.4,1.95,19044,19593,20124,0.0289,0.0271,0.028,6537805.2,6726276.9,6908569.2
MED0225,Zydus-GAS-943,Zydus Lifesciences,Allopathy,Ointment,Gastrointestinal,10,432.82,No,Insulin,Caffeine,Telangana,South,Rural,13-30 (Young Adult),Female,RX (Prescription),Hospital,Yes,4.21,3.5,1.32,17480,18630,20663,0.0658,0.1092,0.0872,7565693.6,8063436.6,8943359.66
MED0226,Torrent-ANT-905,Torrent Pharma,Allopathy,Tablet,Anti-infective,60,277.3,Yes,Insulin,Calcium,Tamil Nadu,South,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,Yes,3.79,4.0,2.05,12293,12981,13745,0.056,0.0589,0.0574,3408848.9,3599631.3,3811488.5
MED0227,Abbott-DER-460,Abbott India,Allopathy,Injection,Dermatology,60,639.44,No,Metformin,None,Tamil Nadu,South,Rural,0-12 (Child),Male,RX (Prescription),Hospital,No,1.95,3.9,0.33,5929,6758,6937,0.14,0.0266,0.0817,3791239.76,4321335.52,4435795.28
MED0228,Torrent-DER-206,Torrent Pharma,Allopathy,Tablet,Dermatology,20,1612.38,No,Amoxicillin,Calcium,Maharashtra,West,Rural,51+ (Senior),Male,RX (Prescription),Hospital,No,2.31,4.9,1.0,19283,20210,21050,0.0481,0.0416,0.0448,31091523.54,32586199.8,33940599.0
MED0229,Abbott-ANT-206,Abbott India,Allopathy,Syrup,Anti-infective,15,422.39,No,Atorvastatin,Folic Acid,Telangana,South,Urban,51+ (Senior),Male,RX (Prescription),Online,No,0.68,3.4,1.71,28978,32791,37074,0.1316,0.1306,0.1311,12240017.42,13850590.49,15659686.86
MED0230,Dr.-DER-934,Dr. Reddy's,Allopathy,Ointment,Dermatology,100,1063.69,Yes,Insulin,Zinc,Rajasthan,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,Yes,4.67,3.8,1.78,14656,16291,18549,0.1116,0.1386,0.125,15589440.64,17328573.79,19730385.81
MED0231,Zydus-CAR-272,Zydus Lifesciences,Allopathy,Injection,Cardiac,100,1146.12,Yes,Cetirizine,Calcium,Karnataka,South,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,Yes,2.62,4.5,2.39,6036,6653,7494,0.1023,0.1265,0.1142,6917980.32,7625136.36,8589023.28
MED0232,Mankind-ANT-607,Mankind Pharma,Allopathy,Ointment,Anti-diabetic,10,685.89,Yes,Cetirizine,None,West Bengal,East,Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,0.96,4.7,2.58,28124,29253,33428,0.0401,0.1427,0.0902,19289970.36,20064340.17,22927930.92
MED0233,Lupin-VIT-593,Lupin,Allopathy,Capsule,Vitamins,100,706.72,No,Azithromycin,Caffeine,Uttar Pradesh,North,Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,2.01,4.6,2.91,7650,7837,8017,0.0245,0.023,0.0237,5406408.0,5538564.64,5665774.24
MED0234,Sun-GAS-861,Sun Pharma,Allopathy,Ointment,Gastrointestinal,20,253.94,No,Atorvastatin,Sulphate,Tamil Nadu,South,Urban,0-12 (Child),Male,OTC (Over the Counter),Online,Yes,1.21,3.1,1.62,21447,23770,25375,0.1084,0.0676,0.0877,5446251.18,6036153.8,6443727.5
MED0235,Divis-GAS-679,Divis Labs,Allopathy,Ointment,Gastrointestinal,100,370.17,No,Paracetamol,Sulphate,Maharashtra,West,Rural,13-30 (Young Adult),Male,RX (Prescription),Hospital,No,2.61,3.9,2.17,14316,15259,16719,0.0659,0.0957,0.0807,5299353.72,5648424.03,6188872.23
MED0236,Abbott-GAS-407,Abbott India,Allopathy,Syrup,Gastrointestinal,30,1094.56,No,Omeprazole,Hydrochloride,West Bengal,East,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,2.8,4.2,1.79,22189,22697,25951,0.0229,0.1434,0.0815,24287191.84,24843228.32,28404926.56
MED0237,Divis-ANT-895,Divis Labs,Homeopathy,Inhaler,Anti-infective,10,562.89,No,Omeprazole,Clavulanic Acid,West Bengal,East,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,3.59,3.9,1.23,21024,22359,25389,0.0635,0.1355,0.0989,11834199.36,12585657.51,14291214.21
MED0238,Alkem-VIT-710,Alkem Labs,Allopathy,Inhaler,Vitamins,100,1754.34,Yes,Insulin,Folic Acid,Gujarat,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Online,Yes,4.81,4.9,1.0,5490,6151,6999,0.1206,0.138,0.1291,9631326.6,10790945.34,12278625.66
MED0239,Mankind-ANT-649,Mankind Pharma,Allopathy,Capsule,Anti-diabetic,10,358.03,Yes,Amoxicillin,Folic Acid,Rajasthan,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,4.67,4.8,0.32,20992,23863,25417,0.1368,0.0651,0.1004,7515765.76,8543669.89,9100048.51
MED0240,Sun-ANT-180,Sun Pharma,Ayurveda,Ointment,Anti-diabetic,15,1324.75,No,Atorvastatin,Folic Acid,West Bengal,East,Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Hospital,No,2.07,3.5,2.05,11911,12445,12997,0.0449,0.0444,0.0446,15779097.25,16486513.75,17217775.75
MED0241,Lupin-DER-392,Lupin,Ayurveda,Inhaler,Dermatology,15,861.16,No,Cetirizine,Caffeine,Karnataka,South,Rural,31-50 (Middle Age),Male,OTC (Over the Counter),Online,No,2.23,3.7,0.79,20407,22006,23087,0.0784,0.0492,0.0636,17573692.12,18950686.96,19881600.92
MED0242,Divis-GAS-456,Divis Labs,Homeopathy,Injection,Gastrointestinal,15,1777.76,No,Levocetirizine,Folic Acid,Uttar Pradesh,North,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,3.69,5.0,0.39,10062,11469,11920,0.1399,0.0394,0.0884,17887821.12,20389129.44,21190899.2
MED0243,Aurobindo-VIT-692,Aurobindo Pharma,Allopathy,Ointment,Vitamins,10,1473.53,Yes,Amoxicillin,Folic Acid,Gujarat,West,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,No,3.82,4.4,0.58,17206,18168,20508,0.056,0.1288,0.0917,25353557.18,26771093.04,30219153.24
MED0244,Biocon-GAS-181,Biocon,Allopathy,Ointment,Gastrointestinal,100,260.33,No,Paracetamol,None,West Bengal,East,Rural,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,4.65,4.2,1.46,5129,5464,5670,0.0654,0.0379,0.0514,1335232.57,1422443.12,1476071.1
MED0245,Divis-CNS-844,Divis Labs,Ayurveda,Ointment,CNS,100,1923.17,Yes,Metformin,Vitamin D3,West Bengal,East,Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,Yes,4.33,4.0,1.96,22634,23754,25032,0.0495,0.0538,0.0516,43529029.78,45682980.18,48140791.44
MED0246,Divis-DER-307,Divis Labs,Homeopathy,Syrup,Dermatology,10,590.31,Yes,Atorvastatin,None,Gujarat,West,Urban,0-12 (Child),Male,RX (Prescription),Online,No,3.0,3.9,0.15,25138,28004,29992,0.114,0.071,0.0923,14839212.78,16531041.24,17704577.52
MED0247,Sun-VIT-754,Sun Pharma,Allopathy,Tablet,Vitamins,10,134.63,Yes,Insulin,Vitamin D3,Punjab,North,Urban,51+ (Senior),Male,RX (Prescription),Online,No,1.16,4.5,2.56,20851,23911,27191,0.1468,0.1372,0.142,2807170.13,3219137.93,3660724.33
MED0248,Torrent-ANT-486,Torrent Pharma,Ayurveda,Syrup,Anti-infective,60,1707.5,Yes,Paracetamol,Magnesium,Punjab,North,Rural,51+ (Senior),Other,RX (Prescription),Pharmacy Store,No,1.17,3.1,0.22,6589,7226,8022,0.0967,0.1103,0.1034,11250717.5,12338395.0,13697565.0
MED0249,Abbott-ANT-498,Abbott India,Allopathy,Syrup,Anti-infective,15,1190.33,No,Atorvastatin,Zinc,Maharashtra,West,Semi-Urban,51+ (Senior),Male,OTC (Over the Counter),Hospital,No,0.84,4.3,2.46,23769,24396,27654,0.0264,0.1336,0.0786,28292953.77,29039290.68,32917385.82
MED0250,Alkem-CAR-944,Alkem Labs,Allopathy,Ointment,Cardiac,100,1066.35,Yes,Paracetamol,Clavulanic Acid,Punjab,North,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,0.16,4.4,2.38,15214,16978,18560,0.116,0.0932,0.1045,16223448.9,18104490.3,19791456.0
MED0251,Sun-ANT-789,Sun Pharma,Allopathy,Ointment,Anti-infective,15,878.41,No,Levocetirizine,Hydrochloride,Maharashtra,West,Semi-Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Online,No,1.97,4.4,1.68,11700,13344,14322,0.1405,0.0733,0.1064,10277397.0,11721503.04,12580588.02
MED0252,Torrent-ANT-478,Torrent Pharma,Allopathy,Syrup,Anti-infective,15,1008.16,No,Azithromycin,Hydrochloride,Kerala,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,0.56,4.7,1.94,17939,18766,21524,0.0462,0.147,0.0954,18085382.24,18919130.56,21699635.84
MED0253,Cipla-ANT-655,Cipla,Allopathy,Ointment,Anti-infective,60,1632.54,No,Cetirizine,Magnesium,Rajasthan,North,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,2.8,4.6,0.1,8810,9425,10198,0.0699,0.0821,0.0759,14382677.4,15386689.5,16648642.92
MED0254,Abbott-CAR-455,Abbott India,Allopathy,Injection,Cardiac,30,1018.85,No,Levocetirizine,Zinc,Uttar Pradesh,North,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,3.53,3.7,1.05,13455,14907,17131,0.108,0.1493,0.1284,13708626.75,15187996.95,17453919.35
MED0255,Zydus-RES-279,Zydus Lifesciences,Ayurveda,Ointment,Respiratory,60,63.31,No,Levocetirizine,Folic Acid,Uttar Pradesh,North,Urban,0-12 (Child),Male,RX (Prescription),Hospital,No,4.59,3.1,2.76,8193,9146,9615,0.1164,0.0513,0.0833,518698.83,579033.26,608725.65
MED0256,Divis-GAS-546,Divis Labs,Allopathy,Capsule,Gastrointestinal,30,1881.82,No,Amoxicillin,Hydrochloride,Uttar Pradesh,North,Urban,51+ (Senior),Female,RX (Prescription),Hospital,No,0.82,4.1,0.01,26674,28201,31923,0.0573,0.132,0.094,50195666.68,53069205.82,60073339.86
MED0257,Biocon-CNS-762,Biocon,Allopathy,Capsule,CNS,20,1768.06,Yes,Insulin,None,Telangana,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,1.23,4.4,0.45,21013,22752,23444,0.0828,0.0305,0.0563,37152244.78,40226901.12,41450398.64
MED0258,Cipla-RES-447,Cipla,Allopathy,Capsule,Respiratory,10,306.56,Yes,Azithromycin,Vitamin D3,Karnataka,South,Semi-Urban,51+ (Senior),Male,OTC (Over the Counter),Hospital,Yes,4.9,4.5,1.73,28337,30826,33364,0.0878,0.0823,0.0851,8686990.72,9450018.56,10228067.84
MED0259,Divis-GAS-549,Divis Labs,Allopathy,Inhaler,Gastrointestinal,15,1281.76,Yes,Aspirin,Sulphate,Gujarat,West,Urban,51+ (Senior),Female,RX (Prescription),Hospital,No,2.52,4.8,0.01,29328,31001,35213,0.0571,0.1359,0.0957,37591457.28,39735841.76,45134614.88
MED0260,Aurobindo-GAS-691,Aurobindo Pharma,Allopathy,Inhaler,Gastrointestinal,30,1631.56,Yes,Levocetirizine,Zinc,Karnataka,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,Yes,2.58,3.4,1.1,29699,30872,33168,0.0395,0.0744,0.0568,48455700.44,50369520.32,54115582.08
MED0261,Abbott-ANT-554,Abbott India,Allopathy,Tablet,Anti-diabetic,20,1892.04,No,Amoxicillin,Magnesium,Telangana,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,2.0,3.2,1.6,20781,22869,26294,0.1005,0.1498,0.1249,39318483.24,43269062.76,49749299.76
MED0262,Alkem-GAS-408,Alkem Labs,Allopathy,Injection,Gastrointestinal,10,1337.63,Yes,Metformin,Caffeine,Punjab,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,3.68,3.5,1.87,11496,12119,12370,0.0542,0.0208,0.0373,15377394.48,16210737.97,16546483.1
MED0263,Divis-ANT-107,Divis Labs,Allopathy,Capsule,Anti-diabetic,20,1620.44,No,Levocetirizine,Caffeine,Tamil Nadu,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,0.14,3.4,0.66,28185,31113,31770,0.1039,0.0211,0.0617,45672101.4,50416749.72,51481378.8
MED0264,Cipla-ANT-931,Cipla,Allopathy,Syrup,Anti-infective,20,1083.06,Yes,Levocetirizine,Caffeine,Kerala,South,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Pharmacy Store,Yes,0.49,3.2,1.41,17040,18388,20391,0.0792,0.109,0.0939,18455342.4,19915307.28,22084676.46
MED0265,Lupin-VIT-611,Lupin,Allopathy,Ointment,Vitamins,30,1626.59,Yes,Paracetamol,Calcium,Telangana,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,3.28,4.9,0.25,14406,16479,16864,0.1439,0.0234,0.082,23432655.54,26804576.61,27430813.76
MED0266,Torrent-DER-966,Torrent Pharma,Ayurveda,Tablet,Dermatology,60,217.87,Yes,Atorvastatin,Clavulanic Acid,Telangana,South,Urban,51+ (Senior),Female,RX (Prescription),Hospital,No,4.22,4.4,2.91,10699,11913,13107,0.1135,0.1002,0.1068,2330991.13,2595485.31,2855622.09
MED0267,Abbott-CAR-291,Abbott India,Allopathy,Capsule,Cardiac,20,1042.56,Yes,Amoxicillin,Calcium,Rajasthan,North,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,3.9,3.4,1.43,10989,12529,13223,0.1402,0.0555,0.0969,11456691.84,13062234.24,13785770.88
MED0268,Alkem-CNS-996,Alkem Labs,Ayurveda,Capsule,CNS,20,151.79,Yes,Omeprazole,Calcium,Maharashtra,West,Urban,0-12 (Child),Male,RX (Prescription),Hospital,No,4.54,4.8,2.53,17542,18972,20982,0.0815,0.106,0.0937,2662700.18,2879759.88,3184857.78
MED0269,Cipla-CAR-668,Cipla,Homeopathy,Ointment,Cardiac,20,535.53,Yes,Atorvastatin,Folic Acid,Maharashtra,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,Yes,2.44,3.3,2.78,9507,10327,11079,0.0863,0.0729,0.0795,5091283.71,5530418.31,5933136.87
MED0270,Glenmark-RES-853,Glenmark,Allopathy,Ointment,Respiratory,100,1937.97,No,Metformin,Folic Acid,Tamil Nadu,South,Rural,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,3.72,4.8,2.41,15477,16135,16598,0.0425,0.0287,0.0356,29993961.69,31269145.95,32166426.06
MED0271,Alkem-GAS-783,Alkem Labs,Homeopathy,Capsule,Gastrointestinal,60,1042.53,Yes,Insulin,Clavulanic Acid,Tamil Nadu,South,Rural,51+ (Senior),Female,RX (Prescription),Hospital,No,1.17,4.1,0.35,29310,31351,32378,0.0697,0.0328,0.051,30556554.3,32684358.03,33755036.34
MED0272,Cipla-CAR-792,Cipla,Allopathy,Capsule,Cardiac,100,140.96,Yes,Insulin,Calcium,Uttar Pradesh,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Online,Yes,3.19,4.0,1.24,29875,33638,37873,0.126,0.1259,0.1259,4211180.0,4741612.48,5338578.08
MED0273,Zydus-ANT-616,Zydus Lifesciences,Allopathy,Tablet,Anti-diabetic,20,1457.87,Yes,Metformin,Magnesium,Punjab,North,Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,0.17,4.1,1.91,17641,18371,19962,0.0414,0.0866,0.0638,25718284.67,26782529.77,29102000.94
MED0274,Zydus-DER-630,Zydus Lifesciences,Homeopathy,Syrup,Dermatology,10,638.19,Yes,Levocetirizine,Calcium,Uttar Pradesh,North,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Online,No,4.9,3.6,0.08,18237,20795,22936,0.1403,0.103,0.1215,11638671.03,13271161.05,14637525.84
MED0275,Zydus-DER-741,Zydus Lifesciences,Allopathy,Ointment,Dermatology,15,361.49,Yes,Omeprazole,Vitamin D3,Maharashtra,West,Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Pharmacy Store,Yes,4.31,3.9,0.98,9970,10490,11258,0.0522,0.0733,0.0626,3604055.3,3792030.1,4069654.42
MED0276,Dr.-CAR-828,Dr. Reddy's,Allopathy,Ointment,Cardiac,10,159.37,Yes,Omeprazole,Calcium,Punjab,North,Rural,0-12 (Child),Female,RX (Prescription),Pharmacy Store,Yes,2.88,4.6,0.44,28417,30373,32013,0.0689,0.054,0.0614,4528817.29,4840545.01,5101911.81
MED0277,Torrent-CNS-374,Torrent Pharma,Ayurveda,Capsule,CNS,10,1640.19,Yes,Atorvastatin,Clavulanic Acid,Tamil Nadu,South,Urban,51+ (Senior),Male,RX (Prescription),Online,No,2.45,3.9,0.31,27078,27731,28665,0.0241,0.0337,0.0289,44413064.82,45484108.89,47016046.35
MED0278,Dr.-CNS-809,Dr. Reddy's,Allopathy,Tablet,CNS,10,1206.58,Yes,Omeprazole,Magnesium,Telangana,South,Rural,0-12 (Child),Female,OTC (Over the Counter),Pharmacy Store,No,1.59,3.6,1.59,21144,23133,24651,0.0941,0.0656,0.0798,25511927.52,27911815.14,29743403.58
MED0279,Torrent-VIT-332,Torrent Pharma,Allopathy,Ointment,Vitamins,100,160.15,No,Insulin,Caffeine,Kerala,South,Semi-Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,Yes,1.93,3.6,1.49,6988,7718,8504,0.1045,0.1019,0.1032,1119128.2,1236037.7,1361915.6
MED0280,Dr.-ANT-468,Dr. Reddy's,Allopathy,Syrup,Anti-diabetic,20,1925.25,No,Omeprazole,Sulphate,Kerala,South,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Online,No,3.63,3.5,1.43,21632,22379,23768,0.0346,0.0621,0.0482,41647008.0,43085169.75,45759342.0
MED0281,Divis-GAS-340,Divis Labs,Allopathy,Tablet,Gastrointestinal,100,1592.24,Yes,Atorvastatin,Magnesium,West Bengal,East,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,Yes,4.33,3.0,2.26,28352,29212,30793,0.0304,0.0542,0.0422,45143188.48,46512514.88,49029846.32
MED0282,Aurobindo-VIT-910,Aurobindo Pharma,Allopathy,Capsule,Vitamins,15,1573.8,No,Atorvastatin,Calcium,Telangana,South,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Pharmacy Store,No,3.28,4.1,0.26,25453,28901,29561,0.1355,0.0229,0.0777,40057931.4,45484393.8,46523101.8
MED0283,Biocon-DER-736,Biocon,Allopathy,Inhaler,Dermatology,60,884.59,No,Metformin,Folic Acid,Gujarat,West,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,0.36,3.4,1.23,11593,12099,12534,0.0437,0.036,0.0398,10255051.87,10702654.41,11087451.06
MED0284,Aurobindo-CAR-445,Aurobindo Pharma,Allopathy,Ointment,Cardiac,10,1325.89,Yes,Metformin,Sulphate,Telangana,South,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,3.65,3.5,0.2,7095,8026,8528,0.1313,0.0626,0.0963,9407189.55,10641593.14,11307189.92
MED0285,Divis-ANT-458,Divis Labs,Allopathy,Inhaler,Anti-infective,15,1037.32,Yes,Atorvastatin,Sulphate,Gujarat,West,Urban,51+ (Senior),Male,OTC (Over the Counter),Hospital,Yes,2.03,4.1,2.71,29963,31389,35772,0.0476,0.1396,0.0926,31081219.16,32560437.48,37107011.04
MED0286,Dr.-RES-797,Dr. Reddy's,Allopathy,Inhaler,Respiratory,30,1271.47,No,Aspirin,Vitamin D3,Rajasthan,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,Yes,2.14,3.4,1.12,10095,11573,12171,0.1464,0.0517,0.098,12835489.65,14714722.31,15475061.37
MED0287,Glenmark-GAS-907,Glenmark,Ayurveda,Injection,Gastrointestinal,20,1102.59,Yes,Omeprazole,Caffeine,Punjab,North,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,4.66,3.2,1.66,9896,10165,11284,0.0272,0.1101,0.0678,10911230.64,11207827.35,12441625.56
MED0288,Mankind-ANT-317,Mankind Pharma,Allopathy,Ointment,Anti-infective,100,398.23,Yes,Aspirin,Caffeine,Tamil Nadu,South,Rural,0-12 (Child),Male,RX (Prescription),Pharmacy Store,Yes,0.25,4.5,2.55,12405,13922,15001,0.1223,0.0776,0.0997,4940043.15,5544158.06,5973848.23
MED0289,Divis-CAR-365,Divis Labs,Allopathy,Tablet,Cardiac,60,1887.62,Yes,Insulin,Clavulanic Acid,Karnataka,South,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,No,0.26,4.2,2.69,26732,30075,32675,0.1251,0.0865,0.1056,50459857.84,56770171.5,61677983.5
MED0290,Torrent-ANT-175,Torrent Pharma,Allopathy,Capsule,Anti-infective,30,1468.65,Yes,Amoxicillin,Calcium,Kerala,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,0.38,3.5,0.36,12240,13598,15003,0.1109,0.1034,0.1071,17976276.0,19970702.7,22034155.95
MED0291,Alkem-CNS-797,Alkem Labs,Allopathy,Inhaler,CNS,10,223.89,No,Omeprazole,Clavulanic Acid,Kerala,South,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,Yes,2.0,3.5,0.72,20202,21340,24313,0.0563,0.1394,0.097,4523025.78,4777812.6,5443437.57
MED0292,Zydus-CAR-781,Zydus Lifesciences,Allopathy,Capsule,Cardiac,10,1712.2,No,Cetirizine,Clavulanic Acid,Gujarat,West,Urban,13-30 (Young Adult),Other,RX (Prescription),Pharmacy Store,No,3.55,4.8,1.59,8960,9249,10528,0.0323,0.1383,0.084,15341312.0,15836137.8,18026041.6
MED0293,Abbott-ANT-372,Abbott India,Allopathy,Ointment,Anti-diabetic,10,388.97,No,Omeprazole,Folic Acid,Maharashtra,West,Urban,0-12 (Child),Female,RX (Prescription),Hospital,No,1.83,4.6,2.02,9136,10202,10753,0.1167,0.054,0.0849,3553629.92,3968271.94,4182594.41
MED0294,Divis-ANT-467,Divis Labs,Allopathy,Ointment,Anti-infective,30,1926.04,Yes,Cetirizine,Sulphate,Maharashtra,West,Rural,0-12 (Child),Female,RX (Prescription),Hospital,No,4.89,3.2,2.11,24691,25381,29111,0.028,0.147,0.0858,47555853.64,48884821.24,56068950.44
MED0295,Abbott-CNS-812,Abbott India,Allopathy,Capsule,CNS,20,522.67,Yes,Levocetirizine,Clavulanic Acid,Tamil Nadu,South,Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,2.0,3.2,0.48,26144,27164,31048,0.039,0.143,0.0898,13664684.48,14197807.88,16227858.16
MED0296,Cipla-GAS-601,Cipla,Allopathy,Tablet,Gastrointestinal,10,1263.6,Yes,Aspirin,Calcium,Kerala,South,Rural,31-50 (Middle Age),Female,OTC (Over the Counter),Online,No,3.29,4.7,2.83,26021,27710,30076,0.0649,0.0854,0.0751,32880135.6,35014356.0,38004033.6
